contestant_id,level,contestant_round_id,active_rows,distinct_rounds,match_rows,foreign_rows,reg_corroborates,classification,sub,disposition,reason,home_row_history,home_higher_level_active,votes_on_foreign_active
374,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
374,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
376,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
378,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
378,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
378,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
380,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
382,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
384,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
386,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
386,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
386,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
388,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
390,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
390,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
390,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
392,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
394,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
394,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
394,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
398,city,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
398,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
398,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
400,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
402,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
402,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
402,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
404,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
406,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
406,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
406,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
406,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
408,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
410,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
410,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
410,country,3,5,5,1,4,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
410,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
411,city,3,6,6,1,5,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
411,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
411,regional,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
414,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
414,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
414,country,3,3,3,0,3,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
414,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
451,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
451,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
451,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
451,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
456,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
457,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
459,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
468,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
469,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
471,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
472,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
472,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
472,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
472,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
473,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
473,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
473,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
475,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
484,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
484,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
484,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
498,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
498,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
498,country,3,3,3,0,3,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
498,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
500,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
500,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
500,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
500,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
501,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
504,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
506,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
506,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
506,country,3,3,3,0,3,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
506,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
507,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
507,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
507,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
507,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
508,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
508,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
508,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
509,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
509,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
509,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
509,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
513,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
514,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
519,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
522,city,3,7,6,1,6,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
522,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
526,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
529,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
529,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
529,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
529,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
531,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
538,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
538,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
538,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
544,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
544,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
544,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
544,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
552,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
554,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
554,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
554,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
554,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
557,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
558,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
558,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
558,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
558,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
559,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
564,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
565,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
569,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
569,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
569,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
569,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
572,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
573,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
580,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
580,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
580,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
585,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
586,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
587,continent,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
589,continent,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
592,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
592,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
592,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
592,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
593,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
593,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
593,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
594,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
594,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
594,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
597,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
597,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
597,regional,3,2,2,1,1,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
599,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
599,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
599,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
599,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
600,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
600,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
600,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
600,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
604,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
604,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
604,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
604,global,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
605,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
605,continent,3,2,2,0,2,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_MISSING_GENUINE_MEMBERSHIP,EXCLUDED,no active membership in authoritative round 3; winner never chosen,no_home_row_ever,False,False
605,country,3,4,4,0,4,True,B_ZERO_AUTHORITATIVE_MATCH,ZM_ALL_ACTIVE_MEMBERSHIPS_FOREIGN,EXCLUDED,no active membership in authoritative round 3; winner never chosen,inactive_home_row_exists,True,False
605,regional,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
607,city,3,3,3,1,2,True,A_EXACT_ONE_AUTHORITATIVE_MATCH,,REPAIR,DETERMINISTIC,,,
